用户：C.CristataX:回答问题(18-07-13),SpanFromLeft
总回答数：148； 总支持数：148； 总反对数：148；平均支持数1.；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
{},2012-03-04,1,1,Hyperlink["（穿越向）那些回到古代杀人于无形的毒物，古人不知道的？", "http://www.guokr.com/answer/106299/redirect/"]
{},2012-03-07,1,1,Hyperlink["学习行为是先天性行为还是后天性行为？", "http://www.guokr.com/answer/108123/redirect/"]
{},2012-03-11,1,1,Hyperlink["刻舟求剑这寓言为什么都没交待好就结束了？", "http://www.guokr.com/answer/113521/redirect/"]
{},2012-03-12,1,1,Hyperlink["男性为什么有乳头？", "http://www.guokr.com/answer/114904/redirect/"]
{},2012-03-13,1,1,Hyperlink["赤壁一战乃秋冬时节，为何无故起风东南？", "http://www.guokr.com/answer/115574/redirect/"]
{},2012-03-13,1,1,Hyperlink["儿子学习不好，这和他小时候摔到地上过有关系吗？", "http://www.guokr.com/answer/115579/redirect/"]
{},2012-03-13,1,1,Hyperlink["如果高帅和富只能选一个，到底选什么好？", "http://www.guokr.com/answer/115580/redirect/"]
{},2012-03-13,1,1,Hyperlink["果壳达人里的那些三国人物ID是怎么回事？", "http://www.guokr.com/answer/115581/redirect/"]
{},2012-03-18,1,1,Hyperlink["剑鞘内部怎么清洗？", "http://www.guokr.com/answer/120139/redirect/"]
{},2012-03-18,1,1,Hyperlink["人为什么要活着？", "http://www.guokr.com/answer/120141/redirect/"]
{},2012-03-20,1,1,Hyperlink["真的有人体自焚这种事情吗？", "http://www.guokr.com/answer/122943/redirect/"]
{},2012-03-24,1,1,Hyperlink["宿舍里有人用三棱军刺怎么办", "http://www.guokr.com/answer/126243/redirect/"]
{},2012-03-25,1,1,Hyperlink["果壳ER们大都是干什么职业的？年龄都在多大呢？", "http://www.guokr.com/answer/126557/redirect/"]
{},2012-03-29,1,1,Hyperlink["为什么要叫妹纸？", "http://www.guokr.com/answer/130217/redirect/"]
{},2012-04-03,1,1,Hyperlink["新浪微博能评论之后，你最想说的是什么？", "http://www.guokr.com/answer/135307/redirect/"]
{},2012-04-07,1,1,Hyperlink["亚洲鲤鱼和中华绒螯蟹为什么在中国没有泛滥呢？", "http://www.guokr.com/answer/139532/redirect/"]
{},2012-04-15,1,1,Hyperlink["看到如下笑话，里面讲的是真的吗？", "http://www.guokr.com/answer/149673/redirect/"]
{},2012-04-17,1,1,Hyperlink["《泰坦尼克》开头，杰克他们打的什么牌？", "http://www.guokr.com/answer/152645/redirect/"]
{},2012-04-19,1,1,Hyperlink["为什么有的人说“高富帅”&有的人说“高帅富”？", "http://www.guokr.com/answer/155289/redirect/"]
{},2012-04-19,1,1,Hyperlink["为什么欧美人禁冻？", "http://www.guokr.com/answer/155298/redirect/"]
{},2012-04-26,1,1,Hyperlink["大家对 Chrome 浏览器的中文正式名称【酷容】有什么看法？", "http://www.guokr.com/answer/163613/redirect/"]
{},2012-04-27,1,1,Hyperlink["《三体》中那些心理医生及其类似物分别是哪个流派的？", "http://www.guokr.com/answer/165696/redirect/"]
{},2012-04-28,1,1,Hyperlink["如果地球挂了，月球咋办？", "http://www.guokr.com/answer/166661/redirect/"]
{},2012-04-28,1,1,Hyperlink["因为了解女性生理周期，女同学说我是Gay，但我性取向很正常，怎么处理这种情况？", "http://www.guokr.com/answer/166897/redirect/"]
{},2012-05-06,1,1,Hyperlink["菊花茶和苦丁茶有那么多功效吗？", "http://www.guokr.com/answer/174852/redirect/"]
{},2012-05-18,1,1,Hyperlink["“肯尼迪”家族的诅咒是怎么回事？是心理作用吗？", "http://www.guokr.com/answer/189482/redirect/"]
{},2012-05-18,1,1,Hyperlink["果壳er们都用什么强大的手机铃声啊？", "http://www.guokr.com/answer/189764/redirect/"]
{},2012-05-25,1,1,Hyperlink["父母给儿子取复杂名字,他们居心何在呢？", "http://www.guokr.com/answer/198866/redirect/"]
{},2012-05-27,1,1,Hyperlink["你觉得青春是什么？", "http://www.guokr.com/answer/200115/redirect/"]
{},2012-05-30,1,1,Hyperlink["净水器能产出小分子水吗？", "http://www.guokr.com/answer/204041/redirect/"]
{},2012-06-01,1,1,Hyperlink["转基因玉米里真的有针对黄种人的，能沉默我们基因的秘密武器吗？", "http://www.guokr.com/answer/206898/redirect/"]
{},2012-06-03,1,1,Hyperlink["为什么“桃金娘”叫做“桃金娘”？", "http://www.guokr.com/answer/209574/redirect/"]
{},2012-06-03,1,1,Hyperlink["心理学解救，家里人死心眼，天天吵架如何解决？", "http://www.guokr.com/answer/209580/redirect/"]
{},2012-06-04,1,1,Hyperlink["胸透对精子的影响，胸透后多长时间怀孕合适？", "http://www.guokr.com/answer/210246/redirect/"]
{},2012-06-06,1,1,Hyperlink["为什么越是高度复杂的系统稳定性越高？从零开始打造一个高度复杂的系统难度在哪里？", "http://www.guokr.com/answer/213174/redirect/"]
{},2012-06-06,1,1,Hyperlink["本世纪最后一次金星凌日你拍到了哪些精彩照片？欣赏这次天文奇景的时候有什么有趣的故事？", "http://www.guokr.com/answer/213181/redirect/"]
{},2012-06-06,1,1,Hyperlink["你听说过或遇到过的最瞎和最赞的把妹招数是什么？", "http://www.guokr.com/answer/213668/redirect/"]
{},2012-06-12,1,1,Hyperlink["昨天武汉到底是怎么回事儿？还有有没有高人科普一下氯气中毒的相关常识？", "http://www.guokr.com/answer/224061/redirect/"]
{},2012-06-18,1,1,Hyperlink["现在还有人会写古诗，对对联之类的吗？", "http://www.guokr.com/answer/235676/redirect/"]
{},2012-06-19,1,1,Hyperlink["动物界有哪些神奇的交配方式？", "http://www.guokr.com/answer/236166/redirect/"]
{},2012-06-19,1,1,Hyperlink["杨梅真的很脏么？", "http://www.guokr.com/answer/236170/redirect/"]
{},2012-06-19,1,1,Hyperlink["为什么男生小便排尿时有时会有一种颤栗感？", "http://www.guokr.com/answer/236174/redirect/"]
{},2012-06-19,1,1,Hyperlink["秘鲁青蛙汁是否与伟哥同效不论，生吃青蛙不怕有寄生虫感染吗？", "http://www.guokr.com/answer/236175/redirect/"]
{},2012-06-19,1,1,Hyperlink["经期烦躁真的可以用巧克力缓解吗？", "http://www.guokr.com/answer/236176/redirect/"]
{},2012-06-19,1,1,Hyperlink["奥特曼有小JJ吗？", "http://www.guokr.com/answer/236778/redirect/"]
{},2012-06-21,1,1,Hyperlink["世界上最低要剩下几个男女，才能在不违反近亲结婚的标准下繁衍种族？", "http://www.guokr.com/answer/242105/redirect/"]
{},2012-06-22,1,1,Hyperlink["忘忧草=黄花菜？", "http://www.guokr.com/answer/243113/redirect/"]
{},2012-06-24,1,1,Hyperlink["说一个人有才华是「才华横溢」，为什么是“横”，而不是“竖”呢？", "http://www.guokr.com/answer/247064/redirect/"]
{},2012-06-25,1,1,Hyperlink["十分喜欢一个妹子，肿么办", "http://www.guokr.com/answer/248906/redirect/"]
{},2012-06-29,1,1,Hyperlink["为什么有些人明明自己秀恩爱还要烧死别的秀恩爱的？", "http://www.guokr.com/answer/255975/redirect/"]
{},2012-07-02,1,1,Hyperlink["魔法师的学徒里面的电波音乐可信吗", "http://www.guokr.com/answer/260280/redirect/"]
{},2012-07-20,1,1,Hyperlink["“油条精”是什么？里面的“硫酸铝铵”吃多了会痴呆吗？", "http://www.guokr.com/answer/283480/redirect/"]
{},2012-07-24,1,1,Hyperlink["奥运会必看的项目是什么？看点在哪里？ ", "http://www.guokr.com/answer/289731/redirect/"]
{},2012-07-28,1,1,Hyperlink["伦敦奥运的花瓣火炬是什么花？", "http://www.guokr.com/answer/294558/redirect/"]
{},2012-08-02,1,1,Hyperlink["紫薯是转基因食物吗？", "http://www.guokr.com/answer/299787/redirect/"]
{},2012-08-03,1,1,Hyperlink["为什么是guokr而不是guoke呢？有特殊含义吗？", "http://www.guokr.com/answer/300922/redirect/"]
{},2012-08-03,1,1,Hyperlink["做皮试不能及时发现过敏吗？", "http://www.guokr.com/answer/300931/redirect/"]
{},2012-08-03,1,1,Hyperlink["由观看贝爷的节目产生出的疑问，为什么很多动物去掉头才能吃？", "http://www.guokr.com/answer/301283/redirect/"]
{},2012-08-08,1,1,Hyperlink["个人在世界范围的科学技术领域快速知名的方法是什么", "http://www.guokr.com/answer/306132/redirect/"]
{},2012-08-19,1,1,Hyperlink["梨是否属于苹果科植物？", "http://www.guokr.com/answer/317025/redirect/"]
{},2012-08-28,1,1,Hyperlink["在新闻经常报道的发声怪鱼，请问是如何发声的？", "http://www.guokr.com/answer/325628/redirect/"]
{},2012-09-12,1,1,Hyperlink["请问这种鱼真的是“挪威三文鱼”么？谢谢！", "http://www.guokr.com/answer/337215/redirect/"]
{},2012-09-21,1,1,Hyperlink["请问最近在广东省出现大批的深海鱼类游到海岸会是海底地震的征兆吗", "http://www.guokr.com/answer/344088/redirect/"]
{},2012-09-22,1,1,Hyperlink["一定要用人体试药这种不人道的方式吗？", "http://www.guokr.com/answer/344743/redirect/"]
{},2012-10-08,1,1,Hyperlink["献血真的能防病？", "http://www.guokr.com/answer/355381/redirect/"]
{},2012-10-19,1,1,Hyperlink["除了喷洒大量空气清新剂外，还有没有什么办法能让激光束在白天清晰地显示出来？", "http://www.guokr.com/answer/362985/redirect/"]
{},2012-10-31,1,1,Hyperlink["为何洪水会导致鱼类缺氧死亡的呢？而这些鲨鱼反而能够游上街头的呢？它们不会因盐度变化而受到影响的吗？", "http://www.guokr.com/answer/372873/redirect/"]
{},2012-11-01,1,1,Hyperlink["为什么相爱的人会喜欢称呼对方为“笨笨”？", "http://www.guokr.com/answer/373122/redirect/"]
{},2012-11-07,1,1,Hyperlink["为何美女老师会是“纯爷们”既然染色体注定其为男性，为何没有喉结和男性生殖器，反而阴道卵巢俱在、且外在表象都是女人呢？", "http://www.guokr.com/answer/378593/redirect/"]
{},2012-11-07,1,1,Hyperlink["大鼠和小鼠可以杂交吗？", "http://www.guokr.com/answer/378832/redirect/"]
{},2012-11-07,1,1,Hyperlink["蔬菜和水果是如何区分的？", "http://www.guokr.com/answer/378843/redirect/"]
{},2012-11-07,1,1,Hyperlink["可以利用切下来的“菠萝头”种出新的菠萝吗？", "http://www.guokr.com/answer/378845/redirect/"]
{},2012-11-07,1,1,Hyperlink["自然界为什么黑花很稀少？", "http://www.guokr.com/answer/378847/redirect/"]
{},2012-11-07,1,1,Hyperlink["雪为什么能把树压折？", "http://www.guokr.com/answer/378854/redirect/"]
{},2012-11-07,1,1,Hyperlink["收到来自利比亚的E-mail", "http://www.guokr.com/answer/378866/redirect/"]
{},2012-11-08,1,1,Hyperlink["如何用6.3元钱吃一天？", "http://www.guokr.com/answer/379736/redirect/"]
{},2012-11-08,1,1,Hyperlink["如何把眼镜片洗的更好更亮没有水珠？", "http://www.guokr.com/answer/379737/redirect/"]
{},2012-11-10,1,1,Hyperlink["大学里你上过的最精彩的一门或者一节课是什么？你收获了什么？", "http://www.guokr.com/answer/381648/redirect/"]
{},2012-11-26,1,1,Hyperlink["关于遗传，如何反驳下面这个观点？", "http://www.guokr.com/answer/395123/redirect/"]
{},2012-11-26,1,1,Hyperlink["烟草种植会对环境、烟农的健康带来额外危害吗？", "http://www.guokr.com/answer/395136/redirect/"]
{},2012-11-27,1,1,Hyperlink["请问屋顶上钢珠落地的声音真的是钢筋还是水泥什么的在伸缩么？我都听了一早上了[晕]", "http://www.guokr.com/answer/395341/redirect/"]
{},2012-11-27,1,1,Hyperlink["有什么东西吃了或者抹了能使身上长疹子或者痘，  不吃或不接触就会褪掉？", "http://www.guokr.com/answer/395351/redirect/"]
{},2012-11-27,1,1,Hyperlink["万有青年烩的讲者都是怎么找到的？", "http://www.guokr.com/answer/395362/redirect/"]
{},2012-12-01,1,1,Hyperlink["意大利新发现地下潮虫表明“物种进化并非单行道”？", "http://www.guokr.com/answer/398847/redirect/"]
{},2012-12-01,1,1,Hyperlink["单细胞生物怎么进化成多细胞生物？异性繁殖是怎么进化出来的？", "http://www.guokr.com/answer/398868/redirect/"]
{},2012-12-01,1,1,Hyperlink["如果人类是进化的产物，那人类之后是什么？", "http://www.guokr.com/answer/398871/redirect/"]
{},2012-12-01,1,1,Hyperlink["男人的性能力与年龄的关系曲线是呈正态分布，还是幂律分布？女人呢？", "http://www.guokr.com/answer/398925/redirect/"]
{},2012-12-01,1,1,Hyperlink["“少在外面吃饭”。求真假？", "http://www.guokr.com/answer/398934/redirect/"]
{},2012-12-02,1,1,Hyperlink["为什么蚊虫叮咬就不被承认为是HIV的血液传播途径呢？", "http://www.guokr.com/answer/399163/redirect/"]
{},2012-12-06,1,1,Hyperlink["中国现代婚礼的习俗都是怎么来的？", "http://www.guokr.com/answer/402335/redirect/"]
{},2012-12-09,1,1,Hyperlink["真有这么大的蝠吗", "http://www.guokr.com/answer/404617/redirect/"]
{},2012-12-10,1,1,Hyperlink["蚯蚓有牙么？", "http://www.guokr.com/answer/405151/redirect/"]
{},2012-12-22,1,1,Hyperlink["性用品都有哪些？", "http://www.guokr.com/answer/414689/redirect/"]
{},2012-12-22,1,1,Hyperlink["是不是男性有过第一次之后就会欲罢不能？", "http://www.guokr.com/answer/414692/redirect/"]
{},2013-01-07,1,1,Hyperlink["一个我很讨厌的人，把某个卡通人物当做自己的象征，现在我看到这个卡通人物就烦，怎么办？", "http://www.guokr.com/answer/425617/redirect/"]
{},2013-01-08,1,1,Hyperlink["[来战]哪个领域最容易出民科？出过哪些最奇葩的民科？", "http://www.guokr.com/answer/426802/redirect/"]
{},2013-01-08,1,1,Hyperlink["你最幸福的时候是什么感觉？", "http://www.guokr.com/answer/426955/redirect/"]
{},2013-01-17,1,1,Hyperlink["如何才能拍出合格的植物志图片？角度、光线、特征等有哪些需要重点留意？", "http://www.guokr.com/answer/434128/redirect/"]
{},2013-02-25,1,1,Hyperlink["香蕉为什么是三瓣？", "http://www.guokr.com/answer/450270/redirect/"]
{},2013-03-10,1,1,Hyperlink["微博话题#1999战记#为什么火起来了？", "http://www.guokr.com/answer/454708/redirect/"]
{},2013-03-13,1,1,Hyperlink["请问树干是被寄生了什么吗？为何在热带地区，经常会看到这种现象呢？", "http://www.guokr.com/answer/456050/redirect/"]
{},2013-04-26,1,1,Hyperlink["请问利用鱼、两爬动物、微生物等检测水质靠谱吗？为何挑选金鱼呢？国内外有没有类似的案例呢？", "http://www.guokr.com/answer/477605/redirect/"]
{},2013-06-07,1,1,Hyperlink["请问外源核酸是否能让细菌、支原体等，转化呢？可能会交流抗药性等基因么？解决途径有什么呢？", "http://www.guokr.com/answer/500024/redirect/"]
{},2013-06-26,1,1,Hyperlink["金赛性学报告的意义到底在哪里？为什么我室友都拿它当黄书看？", "http://www.guokr.com/answer/512344/redirect/"]
{},2013-07-08,1,1,Hyperlink["男生从早到晚穿着游泳裤会有什么健康问题吗？", "http://www.guokr.com/answer/518937/redirect/"]
{},2013-07-08,1,1,Hyperlink["自泡药酒有多大健康风险？", "http://www.guokr.com/answer/519081/redirect/"]
{},2013-07-09,1,1,Hyperlink["这可能是闪电吗？", "http://www.guokr.com/answer/519934/redirect/"]
{},2013-07-09,1,1,Hyperlink["香蕉水煮之后为什么会变成这种奇葩的颜色？", "http://www.guokr.com/answer/519937/redirect/"]
{},2013-07-10,1,1,Hyperlink["雷雨天接手机遭雷击？这样的事有多大可能性会发生？", "http://www.guokr.com/answer/520453/redirect/"]
{},2013-07-10,1,1,Hyperlink["以三座城墙内的土地资源真的可以生产制造养活100万人并且装备如此多军队的物资吗？残存的100万人要如何社会分工才能做到社会正常运转，养着一堆贵族如此多士兵，生产这么多资源？", "http://www.guokr.com/answer/520702/redirect/"]
{},2013-07-11,1,1,Hyperlink["《进击的巨人》中人类既然有足够的冶金水平为什么不使用远程武器呢？", "http://www.guokr.com/answer/521037/redirect/"]
{},2013-07-11,1,1,Hyperlink["巨人没有生殖器官他们怎么繁殖的？", "http://www.guokr.com/answer/521272/redirect/"]
{},2013-07-11,1,1,Hyperlink["少女怀孕，有哪些坏处？", "http://www.guokr.com/answer/521406/redirect/"]
{},2013-07-12,1,1,Hyperlink["//weibo.com/2605476583/zFEbmllju 求大神科普~", "http://www.guokr.com/answer/521933/redirect/"]
{},2013-07-12,1,1,Hyperlink["紫草膏有毒，还是只是康复利种类的有毒，8岁以上的小孩用关系大不大？", "http://www.guokr.com/answer/521935/redirect/"]
{},2013-07-12,1,1,Hyperlink["不像鸽子，是什么鸟？求科普~~~鸟在窗台筑巢孵蛋，真的好神奇！", "http://www.guokr.com/answer/521937/redirect/"]
{},2013-07-12,1,1,Hyperlink["【进击的巨人】为什么这几天在果壳突然火起来了？", "http://www.guokr.com/answer/521962/redirect/"]
{},2013-07-13,1,1,Hyperlink["孩子才半个月奶已经不够吃了，肿么让奶多起来？", "http://www.guokr.com/answer/522648/redirect/"]
{},2013-07-13,1,1,Hyperlink["有谁知道脐带扭转是什么症？怎么防？", "http://www.guokr.com/answer/522654/redirect/"]
{},2013-07-13,1,1,Hyperlink["怀孕前男士需要戒酒多长时间？", "http://www.guokr.com/answer/522688/redirect/"]
{},2013-07-14,1,1,Hyperlink["备孕期间，怎样避孕比较好？", "http://www.guokr.com/answer/523127/redirect/"]
{},2013-07-14,1,1,Hyperlink["要怀孕的话，必须停避孕药多久以上才安全？", "http://www.guokr.com/answer/523134/redirect/"]
{},2013-07-14,1,1,Hyperlink["女性怎样计算自己的排卵期？用月经周期推算是不是都不准？", "http://www.guokr.com/answer/523148/redirect/"]
{},2013-07-14,1,1,Hyperlink["日前做了孕前检查，医生只说结果很好，再不多说，但对于患者实在茫然啊~ 请帮忙解释一下判断标准，另外，优生全套里是否应包含IgG检查才有意义呢？ 感谢！", "http://www.guokr.com/answer/523156/redirect/"]
{},2013-07-14,1,1,Hyperlink["80后基本都到了育龄，我想问下备孕期吃药对胚胎的影响是一种什么样的影响呢？有些药是怀孕期或者备孕期不能吃的，它们主要是造成了什么方面的变化？\n\n", "http://www.guokr.com/answer/523180/redirect/"]
{},2013-07-14,1,1,Hyperlink["雌激素水平偏低，医生诊断是卵巢功能减退，可以备孕吗？平时吃点什么食物有利于提高雌激素水平？", "http://www.guokr.com/answer/523192/redirect/"]
{},2013-07-14,1,1,Hyperlink["有一些像鼻炎这样的毛病，经常需要吃药的，怀孕时怎么办？", "http://www.guokr.com/answer/523201/redirect/"]
{},2013-07-15,1,1,Hyperlink["鼻窦炎困扰如何备孕期用药？", "http://www.guokr.com/answer/523451/redirect/"]
{},2013-07-15,1,1,Hyperlink["两地生活，有什么办法可以在探亲的时候提高“命中率”？怎样调整自身的生理周期？", "http://www.guokr.com/answer/523454/redirect/"]
{},2013-07-15,1,1,Hyperlink["排卵期做爱的受孕几率是不是百分之百？如果不是的话，为什么？", "http://www.guokr.com/answer/523472/redirect/"]
{},2013-07-15,1,1,Hyperlink["女性安全期怎么算？", "http://www.guokr.com/answer/523477/redirect/"]
{},2013-07-15,1,1,Hyperlink["备孕期间的心理烦躁，该怎么安抚！", "http://www.guokr.com/answer/523669/redirect/"]
{},2013-07-15,1,1,Hyperlink["进入冥想状态时是怎样的一种感觉?", "http://www.guokr.com/answer/523670/redirect/"]
{},2013-07-15,1,1,Hyperlink["很悲催啊~我有慢性肾炎（先天单肾）怎么备孕啊！？求助！", "http://www.guokr.com/answer/523672/redirect/"]
{},2013-07-15,1,1,Hyperlink["备孕有必要进行调养么？叶酸一定要提前补充（有必要补充么正常人都不够么过量有危害么）？女性痛经会影响怀孕么？", "http://www.guokr.com/answer/523940/redirect/"]
{},2013-07-15,1,1,Hyperlink["调理身体的时候，需要避孕吗？", "http://www.guokr.com/answer/523941/redirect/"]
{},2013-07-15,1,1,Hyperlink["为什么我媳妇儿一怀孕之后就什么也吃不下，吃一点就吐，还不如不吃，怎么办", "http://www.guokr.com/answer/523946/redirect/"]
{},2013-07-15,1,1,Hyperlink["常在化学实验室工作的女性，备孕有什么注意事项吗？", "http://www.guokr.com/answer/523953/redirect/"]
{},2013-07-16,1,1,Hyperlink["排卵期到底怎么该怎么算？", "http://www.guokr.com/answer/524264/redirect/"]
{},2013-07-16,1,1,Hyperlink["想详细了解刺激卵细胞快速成熟的针剂药物的作用机理、安全性、可操作性和需要注意的问题。", "http://www.guokr.com/answer/524266/redirect/"]
{},2013-07-16,1,1,Hyperlink["刚怀孕不到一个月能过机场安检吗？", "http://www.guokr.com/answer/524317/redirect/"]
{},2013-07-16,1,1,Hyperlink["我怀孕三个月,每天得坐地铁上下班,都要路过安检机器旁边,因为人多差不多都是贴着安检仪器进去，特别是怀孕的前三个月，经过安检仪器会不会对胎儿有影响？", "http://www.guokr.com/answer/524319/redirect/"]
{},2013-07-16,1,1,Hyperlink["孕妇能不態喝双黄连口服液？", "http://www.guokr.com/answer/524480/redirect/"]
{},2013-07-16,1,1,Hyperlink["现代社会几岁怀孕算高龄产妇？高龄产妇有什么需要特别注意的吗？", "http://www.guokr.com/answer/524481/redirect/"]
{},2013-07-16,1,1,Hyperlink["备孕期间需要吃叶酸吗？会不会有什么不良反应？", "http://www.guokr.com/answer/524484/redirect/"]
{},2013-07-16,1,1,Hyperlink["准备要宝宝之前，男生要戒烟戒酒是否有科学依据？另外，是绝对戒还是可以少来一点呢？", "http://www.guokr.com/answer/524500/redirect/"]
{},2013-07-16,1,1,Hyperlink["什么年龄段怀孕最合适？", "http://www.guokr.com/answer/524502/redirect/"]
{},2013-07-16,1,1,Hyperlink["大龄产妇的注意事项", "http://www.guokr.com/answer/524511/redirect/"]