用户：Cast:回答问题(27-05-13),SpanFromLeft
总回答数：79； 总支持数：307； 总反对数：9；平均支持数3.88608；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
245709,2012-06-23,62,0,Hyperlink["果壳网应该塑造什么样的用户价值观？", "http://www.guokr.com/answer/245709/redirect/"]
483665,2013-05-08,32,1,Hyperlink["练武功为什么要先扎马步？", "http://www.guokr.com/answer/483665/redirect/"]
340523,2012-09-17,28,1,Hyperlink["让读初一的弟弟明白「抵制日货不对」「仇视日本人也不对」，怎样跟他解释比较好？", "http://www.guokr.com/answer/340523/redirect/"]
371665,2012-10-30,20,0,Hyperlink["淘宝店主为何频频疲劳致死，皇冠淘宝店主一天的生活究竟是设么样的？为什么挣那么多不雇人来做呢？", "http://www.guokr.com/answer/371665/redirect/"]
294424,2012-07-28,19,0,Hyperlink["老公要生日了，送他什么礼物比较好呢？", "http://www.guokr.com/answer/294424/redirect/"]
442839,2013-02-05,16,0,Hyperlink["为什么亲戚朋友们都热衷于打听别人的工资？心理学怎么阐述这种普遍的群体现象？", "http://www.guokr.com/answer/442839/redirect/"]
239777,2012-06-20,15,0,Hyperlink["男人会喜欢搭讪\"眼镜妹\"吗，戴眼镜会影响自己在男性眼中的魅力吗？", "http://www.guokr.com/answer/239777/redirect/"]
296507,2012-07-30,13,3,Hyperlink["女朋友说她有个男性朋友比男朋友还重要，该用什么态度面对此事？", "http://www.guokr.com/answer/296507/redirect/"]
144711,2012-04-11,12,0,Hyperlink["如何确定尸体已经焚化的被害人死于氰化物中毒？", "http://www.guokr.com/answer/144711/redirect/"]
396020,2012-11-27,8,0,Hyperlink["除了理发店里和移动硬盘里的人，还有哪些不从事教育工作的人也被称作“老师”？", "http://www.guokr.com/answer/396020/redirect/"]
412582,2012-12-19,8,0,Hyperlink["果壳网有哪些你使用过程中不满意的地方？", "http://www.guokr.com/answer/412582/redirect/"]
226265,2012-06-13,7,0,Hyperlink["关于世界杯和欧洲杯等这些足球盛会，有什么流传很久的笑话吗？", "http://www.guokr.com/answer/226265/redirect/"]
424822,2013-01-06,7,1,Hyperlink["一个我很讨厌的人，把某个卡通人物当做自己的象征，现在我看到这个卡通人物就烦，怎么办？", "http://www.guokr.com/answer/424822/redirect/"]
351454,2012-09-30,6,0,Hyperlink["大家对果壳网的网站速度有什么看法？", "http://www.guokr.com/answer/351454/redirect/"]
481015,2013-05-03,6,0,Hyperlink["为什么人们都认牌子？", "http://www.guokr.com/answer/481015/redirect/"]
249261,2012-06-25,5,0,Hyperlink["与滑动轴承相比，滚动轴承有什么不同之处？它又有什么优劣之处？", "http://www.guokr.com/answer/249261/redirect/"]
355118,2012-10-08,5,0,Hyperlink["武汉两成学生承认早恋，该如何给孩子传递正确的恋爱教育？", "http://www.guokr.com/answer/355118/redirect/"]
372332,2012-10-31,5,0,Hyperlink["作为一个爱厨艺的妹子，我应该选食品学中哪个专业呢？会不会今后找不到工作呢？", "http://www.guokr.com/answer/372332/redirect/"]
350493,2012-09-28,4,0,Hyperlink["有些人为什么照相会“不上相”？", "http://www.guokr.com/answer/350493/redirect/"]
417016,2012-12-26,4,0,Hyperlink["什么样的事情比较容易坚持下来？", "http://www.guokr.com/answer/417016/redirect/"]
413481,2012-12-20,3,0,Hyperlink["真的存在血滴子这种武器么，如果存在，它会是什么样的构造？", "http://www.guokr.com/answer/413481/redirect/"]
117123,2012-03-14,2,0,Hyperlink["如果使用果壳时光穿梭机，你最想把谁带到现实中来？", "http://www.guokr.com/answer/117123/redirect/"]
152424,2012-04-17,2,0,Hyperlink["快速洗衣服有什么技巧没？", "http://www.guokr.com/answer/152424/redirect/"]
211587,2012-06-05,2,0,Hyperlink["为什么说「教学相长」？「教学相长」是如何让自己受益的？", "http://www.guokr.com/answer/211587/redirect/"]
329974,2012-09-02,2,0,Hyperlink["书看多了有什么用呢？", "http://www.guokr.com/answer/329974/redirect/"]
117046,2012-03-14,1,0,Hyperlink["我杀他儿子，然后跑了，后来他抓住我，为什么还很尊重我？想不通啊！", "http://www.guokr.com/answer/117046/redirect/"]
156201,2012-04-20,1,0,Hyperlink["为什么人在大笑的时候，会仰头（仰天长啸）？", "http://www.guokr.com/answer/156201/redirect/"]
243539,2012-06-22,1,0,Hyperlink["各位geek小时都受到什么特色玩具的强烈启发？", "http://www.guokr.com/answer/243539/redirect/"]
265151,2012-07-06,1,0,Hyperlink["雨中走路，怎么才能不溅得裤子后面全是泥点？", "http://www.guokr.com/answer/265151/redirect/"]
288425,2012-07-23,1,2,Hyperlink["洪水中如何保护汽车？", "http://www.guokr.com/answer/288425/redirect/"]
343326,2012-09-20,1,0,Hyperlink["“乐于赞美人”、“擅长安慰人”这种特质可以如何培养出来？", "http://www.guokr.com/answer/343326/redirect/"]
372322,2012-10-31,1,0,Hyperlink["很爱他，放不开他，他已经不爱我了，我如何做？", "http://www.guokr.com/answer/372322/redirect/"]
373354,2012-11-01,1,0,Hyperlink["大家平时用手机浏览果壳网多吗？手机浏览体验有哪些不好的地方？现在用手机上web版或触屏版（html5）能否满足你的需求？", "http://www.guokr.com/answer/373354/redirect/"]
391234,2012-11-21,1,0,Hyperlink["寂寞了想找男朋友，可是生活中没有任何有缘分的人怎么办？", "http://www.guokr.com/answer/391234/redirect/"]
422663,2013-01-03,1,0,Hyperlink["如何在公众面前说脏话？", "http://www.guokr.com/answer/422663/redirect/"]
439052,2013-01-27,1,0,Hyperlink["这两天是什么情况？改版以后，我的果壳粉丝数量怎么增加这么快？就一天的时间，就增加是数倍？会不会有很多僵尸粉呢？", "http://www.guokr.com/answer/439052/redirect/"]
442432,2013-02-04,1,0,Hyperlink["哈佛大学上百人作弊，超半数强制停学，这个处罚会不会过严了？美国大学作弊情况如何，经常发生吗？", "http://www.guokr.com/answer/442432/redirect/"]
463935,2013-04-01,1,0,Hyperlink["首页上捐精的那个主题，给多少报酬啊？", "http://www.guokr.com/answer/463935/redirect/"]
486877,2013-05-14,1,0,Hyperlink["怎样引导一个八岁的孩子？（对科技制作或者物理、生物实验等等的动手能力的培养）", "http://www.guokr.com/answer/486877/redirect/"]
116436,2012-03-14,0,0,Hyperlink["有哪些机械构件能够先向上移动再翻转90°的机构（附图）？", "http://www.guokr.com/answer/116436/redirect/"]
141903,2012-04-09,0,0,Hyperlink["“随机找一个地方旅行”的最佳解决方案是什么？", "http://www.guokr.com/answer/141903/redirect/"]
149401,2012-04-15,0,0,Hyperlink["作为上班族，你是如何利用碎片时间（或找到整块时间）学习的？", "http://www.guokr.com/answer/149401/redirect/"]
152407,2012-04-17,0,0,Hyperlink["“编辑部段子”为什么不能吐槽？", "http://www.guokr.com/answer/152407/redirect/"]
160646,2012-04-24,0,0,Hyperlink["犹豫不决，举棋不定，反反复复的情况。谁能告诉我，我该怎么办？", "http://www.guokr.com/answer/160646/redirect/"]
163347,2012-04-26,0,0,Hyperlink["\"安得广厦\"小组到底叫个啥名字呢？大家来公投吧！", "http://www.guokr.com/answer/163347/redirect/"]
174684,2012-05-05,0,0,Hyperlink["有什么方法能够有效的避免重复提问？", "http://www.guokr.com/answer/174684/redirect/"]
200193,2012-05-27,0,0,Hyperlink["如果有一天我们因为某些不可逆的原因被判入狱10年，该如何是好？", "http://www.guokr.com/answer/200193/redirect/"]
207508,2012-06-01,0,0,Hyperlink["两人邮箱自动回复能造成什么后果？", "http://www.guokr.com/answer/207508/redirect/"]
208347,2012-06-02,0,0,Hyperlink["你喝醉了会有什么异常行为？", "http://www.guokr.com/answer/208347/redirect/"]
219849,2012-06-10,0,0,Hyperlink["女生很在意男朋友的身高吗？身高不高很受伤啊！", "http://www.guokr.com/answer/219849/redirect/"]
248561,2012-06-25,0,0,Hyperlink["大家说说 GEEK与屌丝滴区别是什么？？", "http://www.guokr.com/answer/248561/redirect/"]
248575,2012-06-25,0,0,Hyperlink["我的室友想要养猫，如何劝说它们下学期不要养？", "http://www.guokr.com/answer/248575/redirect/"]
249273,2012-06-25,0,0,Hyperlink["这样的男的是虚伪呢 还是根本没把你放在心上", "http://www.guokr.com/answer/249273/redirect/"]
253321,2012-06-27,0,0,Hyperlink["是应该和自己喜欢的人在一起，还是和喜欢自己的人在一起呢？", "http://www.guokr.com/answer/253321/redirect/"]
256058,2012-06-29,0,0,Hyperlink["你觉得最容易被用错的成语是哪个？", "http://www.guokr.com/answer/256058/redirect/"]
266288,2012-07-06,0,0,Hyperlink["感觉被踩点了，怎么办？", "http://www.guokr.com/answer/266288/redirect/"]
274118,2012-07-13,0,0,Hyperlink["果壳网有多少人或用户？", "http://www.guokr.com/answer/274118/redirect/"]
295091,2012-07-28,0,0,Hyperlink["当一个人在陌生的地方旅行时，你第一件事是干什么？", "http://www.guokr.com/answer/295091/redirect/"]
296349,2012-07-30,0,0,Hyperlink["亚洲人力气特别大吗？", "http://www.guokr.com/answer/296349/redirect/"]
301492,2012-08-04,0,0,Hyperlink["因为成绩好，有异性缘，长得漂亮，稍微有钱点，追的人多，个性张扬。也可以成为别人讨厌的理由吗？！", "http://www.guokr.com/answer/301492/redirect/"]
302229,2012-08-04,0,1,Hyperlink["你希望果壳为科技宅们推出哪些特色的APP？", "http://www.guokr.com/answer/302229/redirect/"]
319394,2012-08-21,0,0,Hyperlink["高压锅煮食更快？煮水更慢？", "http://www.guokr.com/answer/319394/redirect/"]
320411,2012-08-22,0,0,Hyperlink["复仇者联盟里最后的boss是谁啊？", "http://www.guokr.com/answer/320411/redirect/"]
339098,2012-09-14,0,0,Hyperlink["人上蹲位厕所时候为什么蹲着和站着的朝向不一样？", "http://www.guokr.com/answer/339098/redirect/"]
340704,2012-09-17,0,0,Hyperlink["2010 年日本福岛地震时，抢了 500 斤盐还剩300斤，这 300 斤盐可以用来做什么好玩的事情？", "http://www.guokr.com/answer/340704/redirect/"]
343556,2012-09-20,0,0,Hyperlink["如何使果壳问答的提问有水准？", "http://www.guokr.com/answer/343556/redirect/"]
349727,2012-09-27,0,0,Hyperlink["一个人怎样才算优秀？", "http://www.guokr.com/answer/349727/redirect/"]
350752,2012-09-29,0,0,Hyperlink["为什么单词放在语境中比单背更利于记忆？ ", "http://www.guokr.com/answer/350752/redirect/"]
356625,2012-10-10,0,0,Hyperlink["浙江鱼塘的类似水母的不明“水生物”到底是什么呢？", "http://www.guokr.com/answer/356625/redirect/"]
373528,2012-11-01,0,0,Hyperlink["有哪些东西绝大多数人都有，但毫无用处？", "http://www.guokr.com/answer/373528/redirect/"]
375817,2012-11-04,0,0,Hyperlink["人类之间为什么总会有裂隙？", "http://www.guokr.com/answer/375817/redirect/"]
382542,2012-11-12,0,0,Hyperlink["在与人交谈时，怎样快速而不着痕迹地转移话题？", "http://www.guokr.com/answer/382542/redirect/"]
394988,2012-11-26,0,0,Hyperlink["最科学的流鼻血的止血方法是什么？", "http://www.guokr.com/answer/394988/redirect/"]
396004,2012-11-27,0,0,Hyperlink["为什么看到乔丹泪流满面的图片，我的眼睛也觉得很酸痛，想流泪？", "http://www.guokr.com/answer/396004/redirect/"]
397123,2012-11-29,0,0,Hyperlink["一个国家一年生产一万个馒头，发行了一万元钞票，每个馒头一块钱，可是，央行偷偷地多发行了九万元的钞票，结果，馒头就涨到十块钱一个了，这就是通货膨胀，这个观点为什么不对？（刚刚接触不懂啊 求解答啊）", "http://www.guokr.com/answer/397123/redirect/"]
416220,2012-12-25,0,0,Hyperlink["两个不同长度的线段上的点是否一样多？", "http://www.guokr.com/answer/416220/redirect/"]
422778,2013-01-03,0,0,Hyperlink["你所学的专业，有哪些外行很难知道的常识？", "http://www.guokr.com/answer/422778/redirect/"]
435623,2013-01-20,0,0,Hyperlink["男生在乎女朋友比自己高吗？", "http://www.guokr.com/answer/435623/redirect/"]
484970,2013-05-10,0,0,Hyperlink["当感情遭到家庭反对时，你们都是怎么处理的呀？感觉完全就是新思想和旧思想的冲击啊，解释给他们听也不知道行不行的通", "http://www.guokr.com/answer/484970/redirect/"]